offset,partition,topic,event_id,domain,kind,iso_instant,unix_second,revision_old,revision_new
6463283569,0,eqiad.mediawiki.recentchange,5316e4a8-dafa-47c7-b8aa-b5eafe13550d,commons.wikimedia.org,edit,2026-08-29T08:30:13.636Z,1787992213,506118846,1269159963
6463283570,0,eqiad.mediawiki.recentchange,d1adf4b8-78c7-47f8-82dc-967c283c1337,www.wikidata.org,edit,2026-08-29T08:30:13.712Z,1787992213,2470865490,2537675939
6463283571,0,eqiad.mediawiki.recentchange,9dbd8181-2dc1-4dff-bac1-d75efccf1500,commons.wikimedia.org,categorize,2026-08-29T08:30:13.715Z,1787992211,,
6463283572,0,eqiad.mediawiki.recentchange,58285e6c-b62e-41da-9562-4896cada313e,ce.wikipedia.org,categorize,2026-08-29T08:30:13.736Z,1787992210,,
6463283573,0,eqiad.mediawiki.recentchange,7cc1c8c6-4a71-4435-bd26-00673d6bf23d,commons.wikimedia.org,categorize,2026-08-29T08:30:13.746Z,1787992211,,
6463283574,0,eqiad.mediawiki.recentchange,5762d97d-0da1-41db-87a2-5953dd9096d4,ur.wikipedia.org,new,2026-08-29T08:30:13.746Z,1787992212,,11840606
6463283575,0,eqiad.mediawiki.recentchange,dd73596f-24b5-4516-aaf1-e58c74e69df8,commons.wikimedia.org,categorize,2026-08-29T08:30:13.765Z,1787992211,,
6463283576,0,eqiad.mediawiki.recentchange,a03625a7-14cc-441a-8059-017a50af48be,commons.wikimedia.org,edit,2026-08-29T08:30:13.780Z,1787992213,1269159926,1269159964
6463283577,0,eqiad.mediawiki.recentchange,e90b16f8-3677-4ef5-af76-0d2aff919a64,commons.wikimedia.org,categorize,2026-08-29T08:30:13.781Z,1787992211,,
6463283578,0,eqiad.mediawiki.recentchange,33e1c071-6e78-4e1b-bea7-fb2c17a9a6a1,commons.wikimedia.org,categorize,2026-08-29T08:30:13.785Z,1787992211,,
6463283579,0,eqiad.mediawiki.recentchange,32b325da-ae23-402e-b6f1-a174a5f12354,commons.wikimedia.org,categorize,2026-08-29T08:30:13.802Z,1787992211,,
6463283580,0,eqiad.mediawiki.recentchange,56014872-e69a-4440-8543-f3683dd35d30,commons.wikimedia.org,categorize,2026-08-29T08:30:13.808Z,1787992211,,
6463283581,0,eqiad.mediawiki.recentchange,4963d80d-eb36-43f8-8657-d0a14462117b,commons.wikimedia.org,categorize,2026-08-29T08:30:13.819Z,1787992211,,
6463283582,0,eqiad.mediawiki.recentchange,85ed7d33-ce6e-4a7f-913c-99e2d07c3916,commons.wikimedia.org,categorize,2026-08-29T08:30:13.822Z,1787992212,,
6463283583,0,eqiad.mediawiki.recentchange,c6c713d7-0c21-455a-b8fe-f9c912e2daa4,commons.wikimedia.org,categorize,2026-08-29T08:30:13.825Z,1787992211,,
6463283584,0,eqiad.mediawiki.recentchange,bf541448-ad88-4112-a3b6-fe38b6f0891d,en.wikipedia.org,categorize,2026-08-29T08:30:13.837Z,1787992208,,
6463283585,0,eqiad.mediawiki.recentchange,774c8ddc-11ef-4d5a-bbe5-61820ed8cb4f,commons.wikimedia.org,categorize,2026-08-29T08:30:13.837Z,1787992211,,
6463283586,0,eqiad.mediawiki.recentchange,f0825c77-4ee9-4d86-b4aa-a75c5604ae86,commons.wikimedia.org,categorize,2026-08-29T08:30:13.839Z,1787992212,,
6463283587,0,eqiad.mediawiki.recentchange,dab103e2-4b92-45e9-a988-a6b203e8cc0c,commons.wikimedia.org,categorize,2026-08-29T08:30:13.845Z,1787992211,,
6463283588,0,eqiad.mediawiki.recentchange,267ef2a9-805f-4e32-b911-150c6684523b,commons.wikimedia.org,categorize,2026-08-29T08:30:13.863Z,1787992211,,
6463283589,0,eqiad.mediawiki.recentchange,3547c32a-f124-4e66-9c57-194fd5192015,en.wikipedia.org,categorize,2026-08-29T08:30:13.862Z,1787992208,,
6463283590,0,eqiad.mediawiki.recentchange,672fc822-063f-44ef-a72d-0b9720c9d160,commons.wikimedia.org,categorize,2026-08-29T08:30:13.862Z,1787992211,,
6463283591,0,eqiad.mediawiki.recentchange,0cc8db16-a54b-4abb-bb3e-7780cf131c03,commons.wikimedia.org,categorize,2026-08-29T08:30:13.884Z,1787992211,,
6463283592,0,eqiad.mediawiki.recentchange,02424b54-e42b-446a-96c3-b58ed4342270,commons.wikimedia.org,categorize,2026-08-29T08:30:13.889Z,1787992211,,
6463283593,0,eqiad.mediawiki.recentchange,450c954b-2865-440e-af68-e7b29c933bdf,commons.wikimedia.org,categorize,2026-08-29T08:30:13.904Z,1787992211,,
6463283594,0,eqiad.mediawiki.recentchange,55ad566d-4312-40e1-bc6d-c4587a16d971,commons.wikimedia.org,categorize,2026-08-29T08:30:13.913Z,1787992211,,
6463283595,0,eqiad.mediawiki.recentchange,d226016c-e037-4f52-9dcf-f5b0fd2fc065,commons.wikimedia.org,categorize,2026-08-29T08:30:13.933Z,1787992211,,
6463283596,0,eqiad.mediawiki.recentchange,99e13a83-cf69-4a94-a719-9ddf02eb230b,www.wikidata.org,log,2026-08-29T08:30:13.934Z,1787992213,,
6463283597,0,eqiad.mediawiki.recentchange,fee6e36e-e5fd-43d5-94f0-789fc8b125c3,commons.wikimedia.org,categorize,2026-08-29T08:30:13.953Z,1787992211,,
6463283598,0,eqiad.mediawiki.recentchange,bc0bfb7e-9987-47c1-9161-c85d7b506468,meta.wikimedia.org,log,2026-08-29T08:30:13.964Z,1787992213,,
6463283599,0,eqiad.mediawiki.recentchange,74f6e11e-3175-4be5-8667-ded41140642f,commons.wikimedia.org,categorize,2026-08-29T08:30:13.974Z,1787992211,,
6463283600,0,eqiad.mediawiki.recentchange,b5983b6d-fa75-40c1-b44f-c58c58295910,es.wikipedia.org,edit,2026-08-29T08:30:14.037Z,1787992213,162535046,175090509
6463283601,0,eqiad.mediawiki.recentchange,f621a37a-1ae3-41a6-bef2-e006375ffec4,www.wikidata.org,edit,2026-08-29T08:30:14.043Z,1787992213,2537673913,2537675941
6463283602,0,eqiad.mediawiki.recentchange,1908a1b4-96aa-4372-bc62-7a74f717a7eb,www.wikidata.org,edit,2026-08-29T08:30:14.111Z,1787992213,2537675935,2537675940
6463283603,0,eqiad.mediawiki.recentchange,220719da-3677-437e-aa78-8c1bd176227e,www.wikidata.org,edit,2026-08-29T08:30:14.227Z,1787992213,2537675815,2537675943
6463283604,0,eqiad.mediawiki.recentchange,550ba04a-8864-4e49-ae8b-246f02ee06f7,en.wikipedia.org,categorize,2026-08-29T08:30:14.229Z,1787992210,,
6463283605,0,eqiad.mediawiki.recentchange,0ce9460a-e971-45ad-842b-44d6901ae236,en.wikipedia.org,categorize,2026-08-29T08:30:14.249Z,1787992210,,
6463283606,0,eqiad.mediawiki.recentchange,40de584a-57be-45da-9947-40966dcb2904,commons.wikimedia.org,edit,2026-08-29T08:30:14.250Z,1787992213,1269159925,1269159966
6463283607,0,eqiad.mediawiki.recentchange,27ad1701-01c7-4134-96d8-9e3b09019035,commons.wikimedia.org,log,2026-08-29T08:30:14.258Z,1787992213,,
6463283608,0,eqiad.mediawiki.recentchange,a19d1fe8-6cf4-454e-aa35-44ca46d0209a,en.wikipedia.org,categorize,2026-08-29T08:30:14.281Z,1787992210,,
6463283609,0,eqiad.mediawiki.recentchange,1f302f75-bef2-44cc-bdaa-d543c08e1b6c,en.wikipedia.org,categorize,2026-08-29T08:30:14.306Z,1787992210,,
6463283610,0,eqiad.mediawiki.recentchange,cf0cc5e2-9654-4cda-900e-203a681d4e70,en.wikipedia.org,categorize,2026-08-29T08:30:14.329Z,1787992210,,
6463283611,0,eqiad.mediawiki.recentchange,a1b8316b-5037-4d2a-9d03-9642de10960a,de.wikipedia.org,edit,2026-08-29T08:30:14.330Z,1787992211,270039822,270068214
6463283612,0,eqiad.mediawiki.recentchange,e2e92671-5661-4b2e-b735-6fdb5b38b8f6,en.wikipedia.org,categorize,2026-08-29T08:30:14.348Z,1787992210,,
6463283613,0,eqiad.mediawiki.recentchange,35c1f24d-3bc5-4fb4-916f-edd7ee1bf77b,en.wikipedia.org,categorize,2026-08-29T08:30:14.369Z,1787992210,,
6463283614,0,eqiad.mediawiki.recentchange,4294b5d9-68c3-476e-9708-74e7e9c8051d,commons.wikimedia.org,edit,2026-08-29T08:30:14.371Z,1787992213,1268343154,1269159967
6463283615,0,eqiad.mediawiki.recentchange,bb22d970-a7ff-414d-bcd4-b8943d2803d1,en.wikipedia.org,categorize,2026-08-29T08:30:14.389Z,1787992210,,
6463283616,0,eqiad.mediawiki.recentchange,2a075782-7920-493b-8ef8-abc92454bad9,en.wikipedia.org,categorize,2026-08-29T08:30:14.406Z,1787992210,,
6463283617,0,eqiad.mediawiki.recentchange,2dffc442-6a7a-4a7c-9fe4-83dac95e633a,uk.wikipedia.org,edit,2026-08-29T08:30:14.413Z,1787992213,46903014,48719961
6463283618,0,eqiad.mediawiki.recentchange,2b94d264-10ac-4256-b0cb-ae4bc4dff5b7,en.wikipedia.org,log,2026-08-29T08:30:14.422Z,1787992213,,
6463283619,0,eqiad.mediawiki.recentchange,06ec0110-8cc1-4899-855c-feb5250ced07,en.wikipedia.org,categorize,2026-08-29T08:30:14.427Z,1787992210,,
6463283620,0,eqiad.mediawiki.recentchange,0f2221f4-1fc9-4706-a869-f271b83cceb7,en.wikipedia.org,categorize,2026-08-29T08:30:14.446Z,1787992210,,
6463283621,0,eqiad.mediawiki.recentchange,86f2462a-89c0-4499-839f-cf310c584959,en.wikipedia.org,categorize,2026-08-29T08:30:14.471Z,1787992210,,
6463283622,0,eqiad.mediawiki.recentchange,f32eca9a-f67e-463c-9212-e15be76c67b1,en.wikipedia.org,categorize,2026-08-29T08:30:14.491Z,1787992210,,
6463283623,0,eqiad.mediawiki.recentchange,228f4f8a-9a74-4174-8a3c-465cdfee3265,www.wikidata.org,edit,2026-08-29T08:30:14.497Z,1787992214,2495470955,2537675944
6463283624,0,eqiad.mediawiki.recentchange,7bb9d4da-7ee4-4986-aaea-1c7b241d71ce,en.wikipedia.org,edit,2026-08-29T08:30:14.503Z,1787992208,1371849597,1371914388
6463283625,0,eqiad.mediawiki.recentchange,b480e19b-53d0-44b7-902a-45204fc784ac,commons.wikimedia.org,edit,2026-08-29T08:30:14.509Z,1787992213,1056066272,1269159968
6463283626,0,eqiad.mediawiki.recentchange,5f2023ec-cb97-49f4-b204-8bd9b52c609d,ur.wikipedia.org,edit,2026-08-29T08:30:14.520Z,1787992212,11840229,11840607
6463283627,0,eqiad.mediawiki.recentchange,9d80868c-24b7-4319-8957-b33d6fa59f51,pl.wikipedia.org,new,2026-08-29T08:30:14.532Z,1787992214,,80583929
6463283628,0,eqiad.mediawiki.recentchange,8e0441d7-fa48-4c5b-9407-9257ca363bf3,no.wikipedia.org,log,2026-08-29T08:30:14.546Z,1787992214,,
6463283629,0,eqiad.mediawiki.recentchange,e919ce14-edd6-466b-ac58-845c06f8140d,www.wikidata.org,edit,2026-08-29T08:30:14.563Z,1787992213,2381252286,2537675942
6463283630,0,eqiad.mediawiki.recentchange,8547f01f-d436-442d-b4b1-174d13e5a06e,www.wikidata.org,edit,2026-08-29T08:30:14.688Z,1787992214,2514209903,2537675945
6463283631,0,eqiad.mediawiki.recentchange,56b8ea7c-2383-4b87-b9e6-aef681e36e3b,www.wikidata.org,edit,2026-08-29T08:30:14.766Z,1787992214,2535862030,2537675946
6463283632,0,eqiad.mediawiki.recentchange,28ac0133-4444-43aa-beca-541f55630331,pl.wikipedia.org,categorize,2026-08-29T08:30:14.863Z,1787992214,,
6463283633,0,eqiad.mediawiki.recentchange,ff14b889-621d-484e-8e7d-91285a013176,en.wikipedia.org,categorize,2026-08-29T08:30:14.864Z,1787992213,,
6463283634,0,eqiad.mediawiki.recentchange,b7483f35-7644-4488-9e4d-0d9bb8bcd441,bg.wikipedia.org,edit,2026-08-29T08:30:14.984Z,1787992214,12305248,13008067
6463283635,0,eqiad.mediawiki.recentchange,3483b3aa-7832-40ce-bfb7-9b8a4885dde3,commons.wikimedia.org,categorize,2026-08-29T08:30:15.060Z,1787992213,,
6463283636,0,eqiad.mediawiki.recentchange,633ec565-f302-420e-9c16-0905729d4795,commons.wikimedia.org,categorize,2026-08-29T08:30:15.084Z,1787992213,,
6463283637,0,eqiad.mediawiki.recentchange,dc47af54-0311-47ca-958a-681672850fa7,commons.wikimedia.org,categorize,2026-08-29T08:30:15.102Z,1787992213,,
6463283638,0,eqiad.mediawiki.recentchange,8d71a0ad-495e-4430-bb3e-5391d0230163,lv.wikipedia.org,log,2026-08-29T08:30:15.113Z,1787992214,,
6463283639,0,eqiad.mediawiki.recentchange,9211fc47-c3fc-4a93-a17b-08ee3f922702,commons.wikimedia.org,categorize,2026-08-29T08:30:15.123Z,1787992213,,
6463283640,0,eqiad.mediawiki.recentchange,906e18bc-cce2-4cd1-aa93-b281302ac354,commons.wikimedia.org,edit,2026-08-29T08:30:15.145Z,1787992214,488721906,1269159969
6463283641,0,eqiad.mediawiki.recentchange,2ef07990-933f-496c-bfe6-3da16e4d5d53,uk.wikipedia.org,edit,2026-08-29T08:30:15.245Z,1787992210,48719228,48719959
6463283642,0,eqiad.mediawiki.recentchange,c80c7cee-c1b4-477f-b753-1ab9b1ec5600,www.wikidata.org,edit,2026-08-29T08:30:15.246Z,1787992214,2322638261,2537675947
6463283643,0,eqiad.mediawiki.recentchange,71867fe2-d9cc-4bc2-917b-eee75b99528e,ru.wikipedia.org,log,2026-08-29T08:30:15.266Z,1787992214,,
6463283644,0,eqiad.mediawiki.recentchange,dcc1e3c8-f958-4f1a-afe5-8904c3f145e0,ur.wikipedia.org,categorize,2026-08-29T08:30:15.304Z,1787992212,,
6463283645,0,eqiad.mediawiki.recentchange,10c25d43-719c-4901-aa79-ffc000fb75d8,ur.wikipedia.org,categorize,2026-08-29T08:30:15.324Z,1787992212,,
6463283646,0,eqiad.mediawiki.recentchange,4e65cb36-fa19-43b9-9494-21f5e2cab553,commons.wikimedia.org,edit,2026-08-29T08:30:15.328Z,1787992214,1031209213,1269159970
6463283647,0,eqiad.mediawiki.recentchange,ba84c8d8-1bb4-4a22-a0a6-e2dc1ca7b2e2,ur.wikipedia.org,categorize,2026-08-29T08:30:15.343Z,1787992212,,
6463283648,0,eqiad.mediawiki.recentchange,b6ac5e9d-a62e-4783-83d2-c767a4a9a2e4,ur.wikipedia.org,categorize,2026-08-29T08:30:15.361Z,1787992212,,
6463283649,0,eqiad.mediawiki.recentchange,b7e55e0b-5c31-4418-8bb2-ed2b3a880367,ro.wikipedia.org,edit,2026-08-29T08:30:15.381Z,1787992215,11749446,17955893
6463283650,0,eqiad.mediawiki.recentchange,4a4ade61-2dd2-4738-b180-3c401e523603,ur.wikipedia.org,categorize,2026-08-29T08:30:15.385Z,1787992212,,
6463283651,0,eqiad.mediawiki.recentchange,2c99f726-a4d9-4d6e-89fa-a9b981e19619,ur.wikipedia.org,categorize,2026-08-29T08:30:15.405Z,1787992212,,
6463283652,0,eqiad.mediawiki.recentchange,e1242cfb-44f3-418f-bd9f-35869777e5b9,ur.wikipedia.org,categorize,2026-08-29T08:30:15.425Z,1787992212,,
6463283653,0,eqiad.mediawiki.recentchange,d0e30791-a624-4c36-a447-61f32f680b6a,ur.wikipedia.org,categorize,2026-08-29T08:30:15.455Z,1787992212,,
6463283654,0,eqiad.mediawiki.recentchange,84a42a2f-b7bb-4c2d-9c7c-ce46ed4d179f,incubator.wikimedia.org,edit,2026-08-29T08:30:15.465Z,1787992214,7298759,7298762
6463283655,0,eqiad.mediawiki.recentchange,42013b77-9e4c-494a-add4-e982cbbdd0e2,ur.wikipedia.org,categorize,2026-08-29T08:30:15.480Z,1787992212,,
6463283656,0,eqiad.mediawiki.recentchange,c9f97358-3761-4202-aef7-4344dcedbd28,www.wikidata.org,edit,2026-08-29T08:30:15.486Z,1787992215,2537675945,2537675949
6463283657,0,eqiad.mediawiki.recentchange,0278bc9d-7a0c-4df7-99fb-f234e0049985,ur.wikipedia.org,categorize,2026-08-29T08:30:15.506Z,1787992212,,
6463283658,0,eqiad.mediawiki.recentchange,c2af561c-79d4-458e-83d0-8007fc1896df,ur.wikipedia.org,categorize,2026-08-29T08:30:15.527Z,1787992212,,
6463283659,0,eqiad.mediawiki.recentchange,51804e0f-aaf5-4108-90ac-8eb4ecee6c8b,ur.wikipedia.org,categorize,2026-08-29T08:30:15.548Z,1787992212,,
6463283660,0,eqiad.mediawiki.recentchange,6a218723-fc74-43c2-a6ba-16620eb30aec,zh-yue.wikipedia.org,new,2026-08-29T08:30:15.565Z,1787992214,,2454053
6463283661,0,eqiad.mediawiki.recentchange,3e3a8724-20a5-4136-970c-4b8303fbed8a,ur.wikipedia.org,categorize,2026-08-29T08:30:15.567Z,1787992212,,
6463283662,0,eqiad.mediawiki.recentchange,9e8f472d-e58a-45b3-ace4-bb733fff588b,en.wikipedia.org,edit,2026-08-29T08:30:15.591Z,1787992214,1371792855,1371914395
6463283663,0,eqiad.mediawiki.recentchange,c35f7d60-71d6-41e7-9229-d0bc16e7e6fa,ur.wikipedia.org,categorize,2026-08-29T08:30:15.593Z,1787992212,,
6463283664,0,eqiad.mediawiki.recentchange,cae26c99-95d0-49ed-b7c7-98e046e7e4f9,ms.wikipedia.org,edit,2026-08-29T08:30:15.600Z,1787992214,6943735,6943838
6463283665,0,eqiad.mediawiki.recentchange,85b1fb48-ae82-4370-979a-67ac153117f0,de.wikipedia.org,edit,2026-08-29T08:30:15.605Z,1787992214,270068211,270068216
6463283666,0,eqiad.mediawiki.recentchange,0e6259b8-4a61-46a1-b1df-e1b459857dec,de.wikipedia.org,edit,2026-08-29T08:30:15.717Z,1787992214,270048390,270068215
6463283667,0,eqiad.mediawiki.recentchange,4c9cf6eb-38be-47c7-98db-43f861daa467,www.wikidata.org,edit,2026-08-29T08:30:15.733Z,1787992215,2537675849,2537675950
6463283668,0,eqiad.mediawiki.recentchange,ac396b99-742e-4ab0-8cef-4c0c2c9730b3,www.wikidata.org,edit,2026-08-29T08:30:15.845Z,1787992215,2537675942,2537675948
6463283669,0,eqiad.mediawiki.recentchange,ed04fe7d-6bb1-421a-9093-99366e282748,www.wikidata.org,edit,2026-08-29T08:30:15.959Z,1787992215,2447331752,2537675951
6463283670,0,eqiad.mediawiki.recentchange,d9f95777-d46e-4975-aeb7-6035807a7318,ce.wikipedia.org,edit,2026-08-29T08:30:15.947Z,1787992213,23712450,24422755
6463283671,0,eqiad.mediawiki.recentchange,318425bf-6ba3-4fd5-a683-9a283008a2fe,ro.wikipedia.org,categorize,2026-08-29T08:30:15.986Z,1787992215,,
6463283672,0,eqiad.mediawiki.recentchange,81809dab-170e-4d5f-9af7-395f26f4f3ed,ro.wikipedia.org,categorize,2026-08-29T08:30:16.010Z,1787992215,,
6463283673,0,eqiad.mediawiki.recentchange,67f6477d-cba1-4e3e-a002-478cf31cd304,commons.wikimedia.org,edit,2026-08-29T08:30:16.017Z,1787992215,1268343709,1269159971
6463283674,0,eqiad.mediawiki.recentchange,ae978eb6-723d-4379-8d39-a0e4498ba4b5,simple.wikipedia.org,log,2026-08-29T08:30:16.028Z,1787992215,,
6463283675,0,eqiad.mediawiki.recentchange,eb1e5a3d-4b6b-444e-9e6f-c996969ca91d,ro.wikipedia.org,categorize,2026-08-29T08:30:16.029Z,1787992215,,
6463283676,0,eqiad.mediawiki.recentchange,9f34282f-2fd9-4c49-8414-14885c2b1dd1,commons.wikimedia.org,edit,2026-08-29T08:30:16.049Z,1787992215,1220245333,1269159974
6463283677,0,eqiad.mediawiki.recentchange,3f8e5ff1-2745-40db-a9f0-f4dc01b7f595,www.wikidata.org,edit,2026-08-29T08:30:16.111Z,1787992215,2537675933,2537675953
6463283678,0,eqiad.mediawiki.recentchange,aab1b713-abb9-435d-8385-eae3b85e3b20,commons.wikimedia.org,edit,2026-08-29T08:30:16.134Z,1787992215,701435611,1269159972
6463283679,0,eqiad.mediawiki.recentchange,7ec8a103-2e75-4580-8706-338e6f9d8655,pl.wikipedia.org,edit,2026-08-29T08:30:16.234Z,1787992214,80583926,80583930
6463283680,0,eqiad.mediawiki.recentchange,0239b3e9-5e87-4627-be76-a42b66efb9c1,uk.wikipedia.org,edit,2026-08-29T08:30:16.234Z,1787992215,46805885,48719963
6463283681,0,eqiad.mediawiki.recentchange,c52403d2-5d0b-4c66-b501-9a0e05dab487,de.wikipedia.org,edit,2026-08-29T08:30:16.242Z,1787992215,255290252,270068217
6463283682,0,eqiad.mediawiki.recentchange,ecfbf8f4-0a34-4cac-9933-727b31873f65,it.wikipedia.org,edit,2026-08-29T08:30:16.245Z,1787992214,152110955,152239620
6463283683,0,eqiad.mediawiki.recentchange,461e5aba-d63d-4d1a-9960-0399b8cae152,www.wikidata.org,edit,2026-08-29T08:30:16.304Z,1787992215,2537675947,2537675952
6463283684,0,eqiad.mediawiki.recentchange,227206a8-25f2-48d2-a80c-48ccc0f5576e,af.wikipedia.org,edit,2026-08-29T08:30:16.354Z,1787992215,2962646,2963443
